IMAGE COLUMN, IMAGE ROW, REFERENCE LONGITUDE, REFERENCE LATITUDE, HEIGHT, GCP INDEX, IMAGE INDEX, RUN INDEX, USAGE, FP SIZE, FP RESPONSE, ERROR
3750.389076740693326, 992.940564787372296, 161.556345500000504, 58.139879299975327, 30.000000000000000, 1, -1, 1, 1,             nan,             nan, 6.315991002901464
3705.757410431530843, 920.441162744923986, 161.562091200000509, 58.139170699974969, 32.000000000000000, 2, -1, 1, 1,             nan,             nan, 5.730898553430015
3625.291033983160560, 915.998342339941928, 161.567049300000491, 58.141343699974669, 31.000000000000000, 3, -1, 1, 1,             nan,             nan, 9.322420634428919
3591.222851836557311, 899.542589636607545, 161.569233000000452, 58.141664899974572, 32.000000000000000, 4, -1, 1, 1,             nan,             nan, 9.611859410582058
3564.686797904467312, 832.876831859766298, 161.574352200000448, 58.140483999974251, 29.000000000000000, 5, -1, 1, 1,             nan,             nan, 5.699512664834598
3365.170827009723780, 766.538416825952709, 161.588600000000383, 58.143866199973395, 28.000000000000000, 6, -1, 1, 1,             nan,             nan, 9.554556162309373
3338.620659057975899, 759.754064317378152, 161.590515200000368, 58.144461299973280, 27.000000000000000, 7, -1, 1, 1,             nan,             nan, 7.255098771167501
3282.408363393222317, 672.350973748542629, 161.598485500000379, 58.143541699972772, 26.000000000000000, 8, -1, 1, 1,             nan,             nan, 1.433798221844437
3237.756228220638150, 666.520733001178996, 161.600919800000355, 58.144420299972609, 26.000000000000000, 9, -1, 1, 1,             nan,             nan, 8.872888130141249
3198.455050612746163, 536.699150484248094, 161.610334800000317, 58.142105699972021, 25.000000000000000, 10, -1, 1, 1,             nan,             nan, 8.074202628681869
3187.626039323637087, 528.491671104799480, 161.611032900000282, 58.142105699971985, 25.000000000000000, 11, -1, 1, 1,             nan,             nan, 5.541749047468422
3172.393096257425441, 528.481218497250211, 161.612106800000305, 58.142634799971923, 26.000000000000000, 12, -1, 1, 1,             nan,             nan, 9.406707842456877
3119.655300541295219, 524.100726691017371, 161.615633000000258, 58.143721199971694, 24.000000000000000, 13, -1, 1, 1,             nan,             nan, 9.553041213880373
3103.850379003954004, 500.936031833678044, 161.617494500000248, 58.143551199971569, 24.000000000000000, 14, -1, 1, 1,             nan,             nan, 5.902879383107146
3095.511473069032945, 484.534699529658155, 161.618640100000277, 58.143003199971488, 30.000000000000000, 15, -1, 1, 1,             nan,             nan, 9.308808540863970
3093.654514406348426, 476.824496214666397, 161.619481400000268, 58.143135499971429, 35.000000000000000, 16, -1, 1, 1,             nan,             nan, 9.355215339071595
3080.300627558536689, 482.597162732736251, 161.619925200000296, 58.143668799971415, 28.000000000000000, 17, -1, 1, 1,             nan,             nan, 9.327609991742243
3051.089990056418628, 466.176996587791564, 161.622000900000216, 58.143989499971269, 25.000000000000000, 18, -1, 1, 1,             nan,             nan, 2.688090733197538
3024.655545326247648, 455.546059966117355, 161.623595700000266, 58.144416999971163, 22.000000000000000, 19, -1, 1, 1,             nan,             nan, 8.503181573792970
3011.637447839464130, 435.285249543629106, 161.625295100000216, 58.144162999971051, 25.000000000000000, 20, -1, 1, 1,             nan,             nan, 9.519992275589752
3015.932944510849211, 405.386793660217791, 161.627103000000233, 58.143010499970934, 25.000000000000000, 21, -1, 1, 1,             nan,             nan, 5.410482983324438
3035.701515619315160, 361.990833487650889, 161.628141100000192, 58.141385499970859, 23.000000000000000, 22, -1, 1, 1,             nan,             nan, 1.246116292847093
3035.049525097918831, 343.665202901617704, 161.629394100000212, 58.140771399970760, 23.000000000000000, 23, -1, 1, 1,             nan,             nan, 5.822651087815310
2987.626566164465203, 334.962103143585864, 161.632061100000186, 58.141867399970600, 22.000000000000000, 24, -1, 1, 1,             nan,             nan, 4.392725803262717
2974.310932433646940, 333.030173494486462, 161.632759100000158, 58.142141299970547, 23.000000000000000, 25, -1, 1, 1,             nan,             nan, 7.558124104503812
2903.328115163413713, 254.888055435950719, 161.640831700000149, 58.141961799970012, 22.000000000000000, 26, -1, 1, 1,             nan,             nan, 5.311119337012862
2738.077627170198866, 210.969162369572132, 161.652968900000047, 58.145091399969175, 22.000000000000000, 27, -1, 1, 1,             nan,             nan, 9.506675655655185
2742.039917474279264, 175.779455275392593, 161.653994100000062, 58.144009199969112, 18.000000000000000, 28, -1, 1, 1,             nan,             nan, 3.172462790636265
2744.571177899433678, 165.660007433870760, 161.654664900000085, 58.143534899969040, 19.000000000000000, 29, -1, 1, 1,             nan,             nan, 6.988754912063193
2591.919751678653938, 227.788301985186990, 161.659461800000031, 58.149573199968700, 18.000000000000000, 30, -1, 1, 1,             nan,             nan, 7.056531490974030
2573.379773751073117, 227.302158672309815, 161.661006000000015, 58.150307899968610, 20.000000000000000, 31, -1, 1, 1,             nan,             nan, 8.257683856788613
2513.557758749424011, 222.468136578684607, 161.664258700000033, 58.151389899968393, 21.000000000000000, 32, -1, 1, 1,             nan,             nan, 9.001868950973403
2501.558297292026509, 229.692648622613433, 161.664815599999997, 58.152004299968361, 21.000000000000000, 33, -1, 1, 1,             nan,             nan, 5.532773284402490
2492.364700674635969, 238.846814328720939, 161.664891599999976, 58.152411699968333, 21.000000000000000, 34, -1, 1, 1,             nan,             nan, 9.642823860736494
2488.966407110500768, 243.182591445241542, 161.664689099999975, 58.152839099968361, 22.000000000000000, 35, -1, 1, 1,             nan,             nan, 1.222329376025143
2485.906777789235548, 255.710365259889841, 161.664068900000018, 58.153433499968408, 21.000000000000000, 36, -1, 1, 1,             nan,             nan, 6.220919035123169
2438.513403914809714, 308.694213493608004, 161.663847299999958, 58.156294799968407, 17.000000000000000, 37, -1, 1, 1,             nan,             nan, 9.572859274259006
2385.275854336068733, 309.638440431413073, 161.667251999999962, 58.157750499968174, 20.000000000000000, 38, -1, 1, 1,             nan,             nan, 7.438457406056381
2367.420941535241127, 297.105069883987198, 161.668365799999947, 58.157803899968094, 20.000000000000000, 39, -1, 1, 1,             nan,             nan, 7.854619118067510
2357.634012406877446, 285.057169346988303, 161.669454299999956, 58.157630299968034, 20.000000000000000, 40, -1, 1, 1,             nan,             nan, 8.654399172399863
2355.460529693267745, 273.010942445344426, 161.670179199999950, 58.157313999967961, 20.000000000000000, 41, -1, 1, 1,             nan,             nan, 9.147358520955875
2383.923522253117426, 248.445024134280629, 161.670599799999962, 58.155878499967926, 19.000000000000000, 42, -1, 1, 1,             nan,             nan, 6.129049495775051
2237.447587924316849, 232.500135162063089, 161.679188499999896, 58.159459299967317, 17.000000000000000, 43, -1, 1, 1,             nan,             nan, 2.752161831970684
2204.342677041350271, 168.906281112582292, 161.684035999999850, 58.158604599966957, 17.000000000000000, 44, -1, 1, 1,             nan,             nan, 8.918349667210215
2099.253297801430563, 122.170256888329732, 161.692539999999809, 58.160081599966333, 17.000000000000000, 45, -1, 1, 1,             nan,             nan, 3.825723473367185
2039.314374467188600, 158.277788779977982, 161.694248599999781, 58.162625399966210, 17.000000000000000, 46, -1, 1, 1,             nan,             nan, 3.006669097671397
2041.474295799682523, 173.202745095522914, 161.693020899999766, 58.163099499966300, 15.000000000000000, 47, -1, 1, 1,             nan,             nan, 5.504289066266520
2027.285431093123634, 196.799842641405121, 161.692904799999781, 58.164258899966320, 18.000000000000000, 48, -1, 1, 1,             nan,             nan, 5.664511252918010
1985.768141827552427, 182.343112991703492, 161.696055099999796, 58.164664899966077, 17.000000000000000, 49, -1, 1, 1,             nan,             nan, 7.321495386513357
1824.354205431752689, 134.160124588780036, 161.707116899999676, 58.167695499965234, 15.000000000000000, 50, -1, 1, 1,             nan,             nan, 8.683315555052678
1813.718631695668591, 117.310094371121977, 161.708548799999676, 58.167506699965095, 16.000000000000000, 51, -1, 1, 1,             nan,             nan, 9.064579944750259
1763.258954607963005, 45.577909243552313, 161.715493699999627, 58.166760899964572, 15.000000000000000, 52, -1, 1, 1,             nan,             nan, 9.172854801223595
1746.194456395948009, 18.139805045400863, 161.717731099999611, 58.166770299964391, 14.000000000000000, 53, -1, 1, 1,             nan,             nan, 3.964756142584129
1297.441511268386648, 317.407048882214440, 161.727227899999519, 58.187473999963686, 10.000000000000000, 54, -1, 1, 1,             nan,             nan, 2.976641333211441
1157.973353898870755, 246.632789675300955, 161.738391199999398, 58.189342099962786, 10.000000000000000, 55, -1, 1, 1,             nan,             nan, 9.898228411470154
1150.064749247855843, 238.451857321455464, 161.740087199999408, 58.189248699962633, 11.000000000000000, 56, -1, 1, 1,             nan,             nan, 7.946957311226279
806.244759804440150, 86.412823457198101, 161.766413099999141, 58.194225299960458, 9.000000000000000, 57, -1, 1, 1,             nan,             nan, 8.732089126964928
2563.229522524983167, 2564.146229133859833, 161.540676038779225, 58.216996381552505, 213.000000000000000, 58, 0, 1, 1, 12.000000000000000, 70.000000000000000, 3.475043523861664
2676.234502592907575, 2518.002362281861679, 161.536886333458511, 58.212569933654201, 145.000000000000000, 59, 0, 1, 1, 8.000000000000000, 1002.339843750000000, 2.998210120987791
2681.411736433522037, 2489.993826429112232, 161.538035535835178, 58.211495763346484, 147.000000000000000, 60, 0, 1, 1, 8.000000000000000, 1387.127929687500000, 4.752151008758875
2754.389695665519412, 2397.418502536182132, 161.538583551244301, 58.207009995571958, 141.000000000000000, 61, 0, 1, 1, 22.000000000000000, 70.000000000000000, 2.001225888316173
2768.295066905569456, 2396.965098783274243, 161.537942751444973, 58.206618384235156, 135.000000000000000, 62, 0, 1, 1, 12.000000000000000, 2841.646484375000000, 1.489455352911662
2715.398165948385667, 2312.412296046648862, 161.545171818700481, 58.205584838115968, 243.000000000000000, 63, 0, 1, 1, 16.000000000000000, 1604.743164062500000, 0.516025989334110
2781.900849527232367, 2328.907723113163229, 161.540482160099288, 58.204276509250612, 160.000000000000000, 64, 0, 1, 1, 12.000000000000000, 1674.608398437500000, 3.640848587485769
2792.981704716135482, 2326.512506797702372, 161.540104049544510, 58.203987507739633, 154.000000000000000, 65, 0, 1, 1, 12.000000000000000, 70.000000000000000, 3.644998617374382
2954.234078909380514, 2469.522729402969617, 161.523891034987116, 58.203635251622778, 137.000000000000000, 66, 0, 1, 1, 22.000000000000000, 70.000000000000000, 2.643998846373068
2958.100978464546642, 2443.902187999688067, 161.524594795339141, 58.202758709731405, 128.000000000000000, 67, 0, 1, 1, 22.000000000000000, 2620.048828125000000, 7.892379150806986
2883.810785647700413, 2249.439378648440652, 161.539004740263209, 58.199318852399372, 148.000000000000000, 68, 0, 1, 1, 16.000000000000000, 1239.123046875000000, 4.189286575800423
2867.517968713584196, 2030.666286899283250, 161.551447945658765, 58.193409651790041, 248.000000000000000, 69, 0, 1, 1, 12.000000000000000, 70.000000000000000, 3.699750861072785
679.655078429642231, 2026.180607936647220, 161.673147931558816, 58.253056763352610, 106.000000000000000, 70, 0, 1, 1, 8.000000000000000, 70.000000000000000, 5.670453070239506
538.817357458146830, 1855.311579022504702, 161.689999290899976, 58.252055954033025, 99.000000000000000, 71, 0, 1, 1, 22.000000000000000, 1296.594726562500000, 3.452656376090362
638.808850052967500, 1954.291807299686297, 161.679216059406940, 58.252147825486801, 103.000000000000000, 72, 0, 1, 1, 16.000000000000000, 70.000000000000000, 4.200878327466477
796.223196819285931, 2074.652530210904388, 161.664569577402972, 58.251187201651405, 109.000000000000000, 73, 0, 1, 1, 12.000000000000000, 70.000000000000000, 7.325975359970803
656.501301151023540, 1918.677435663302731, 161.680386797378446, 58.250721431358308, 101.000000000000000, 74, 0, 1, 1, 12.000000000000000, 1859.355468750000000, 2.992892732534914
648.332831836508490, 1898.425302997900417, 161.681740886947381, 58.250369506111120, 101.000000000000000, 75, 0, 1, 1, 6.000000000000000, 964.669921875000000, 0.644292868988046
646.536402905991849, 1893.602393387370057, 161.682196311816341, 58.250306025679777, 100.000000000000000, 76, 0, 1, 1, 6.000000000000000, 70.000000000000000, 2.515460305751612
1280.463896452579093, 2532.647323133225655, 161.613425903195122, 58.251084778649748, 138.000000000000000, 77, 0, 1, 1, 16.000000000000000, 70.000000000000000, 3.457127417233692
613.340155732055109, 1817.896546624862822, 161.687773679295248, 58.249002602588298, 97.000000000000000, 78, 0, 1, 1, 22.000000000000000, 70.000000000000000, 2.288622378530290
836.374222733363695, 1918.125538659244285, 161.670095283022988, 58.245787997439557, 109.000000000000000, 79, 0, 1, 1, 12.000000000000000, 70.000000000000000, 2.518191314734455
840.846272041302996, 1906.088736738180614, 161.670520301650782, 58.245320821172946, 108.000000000000000, 80, 0, 1, 1, 12.000000000000000, 70.000000000000000, 1.540580142539648
883.473838512331781, 1916.336167397012105, 161.667643895377125, 58.244464362753703, 131.000000000000000, 81, 0, 1, 1, 8.000000000000000, 408.460937500000000, 1.749607726852556
1539.883509045226674, 2589.472751227604931, 161.595999950612622, 58.245644308277598, 185.000000000000000, 82, 0, 1, 1, 16.000000000000000, 70.000000000000000, 3.335286623151328
663.796935037022081, 1661.468726397412183, 161.693107656115558, 58.243148093018448, 104.000000000000000, 83, 0, 1, 1, 12.000000000000000, 2191.819335937500000, 1.310499834521419
1626.097340384609652, 2593.610803397146356, 161.591081240786110, 58.243398903074066, 194.000000000000000, 84, 0, 1, 1, 12.000000000000000, 2181.160156250000000, 1.360053821586017
690.628864312094834, 1597.928257604319697, 161.695373866829897, 58.240674019325049, 91.000000000000000, 85, 0, 1, 1, 8.000000000000000, 70.000000000000000, 8.711831403959836
1001.893502577715594, 1904.732138803899488, 161.661899342795465, 58.240810100518132, 253.000000000000000, 86, 0, 1, 1, 6.000000000000000, 70.000000000000000, 6.548170934341814
777.207818963432146, 1517.179072705860563, 161.693899771278410, 58.236068276137118, 95.000000000000000, 87, 0, 1, 1, 22.000000000000000, 70.000000000000000, 9.594837093029831
1047.484289729454986, 1798.252678994587313, 161.664636665857415, 58.236412747290764, 208.000000000000000, 88, 0, 1, 1, 12.000000000000000, 861.304687500000000, 5.206776445191815
1143.757814080746130, 1867.451325087948362, 161.655847160210527, 58.235760172792148, 257.000000000000000, 89, 0, 1, 1, 8.000000000000000, 340.716796875000000, 6.822929877599500
932.217115153671784, 1602.746307307256075, 161.680972592615802, 58.234102826768741, 118.000000000000000, 90, 0, 1, 1, 16.000000000000000, 1732.635742187500000, 4.649026024062889
977.287143139569935, 1570.072964658066894, 161.680297757774213, 58.231933371415899, 118.000000000000000, 91, 0, 1, 1, 22.000000000000000, 1764.299804687500000, 2.069236397164158
1119.155402676540234, 1691.876424033973308, 161.665861162464978, 58.231615590559507, 196.000000000000000, 92, 0, 1, 1, 22.000000000000000, 70.000000000000000, 5.308028041909336
898.315897051589673, 1435.042228951299876, 161.691570931189403, 58.230294369807567, 106.000000000000000, 93, 0, 1, 1, 22.000000000000000, 70.000000000000000, 4.256315025754877
1192.401761393837660, 1655.967255715109559, 161.664198192079738, 58.228523155476317, 258.000000000000000, 94, 0, 1, 1, 8.000000000000000, 235.071289062500000, 7.743661253378669
2060.939233581676490, 2523.081327397956557, 161.570335800323932, 58.229422963012375, 595.000000000000000, 95, 0, 1, 1, 12.000000000000000, 70.000000000000000, 2.462684037624798
1880.490114171218920, 2146.314217667990306, 161.600017118839617, 58.223700024249695, 453.000000000000000, 96, 0, 1, 1, 22.000000000000000, 70.000000000000000, 3.279603494039364
2023.905706814318592, 2192.404489775252387, 161.590001511496780, 58.220884378388455, 352.000000000000000, 97, 0, 1, 1, 22.000000000000000, 1449.357421875000000, 8.842718897708199
2050.697983264412414, 2112.162110104030944, 161.592707159918490, 58.218052829748181, 227.000000000000000, 98, 0, 1, 1, 8.000000000000000, 3191.654296875000000, 6.047951488461821
2312.511979954814706, 2380.973587391330511, 161.563969365030317, 58.218390679118357, 341.000000000000000, 99, 0, 1, 1, 12.000000000000000, 70.000000000000000, 5.260830722231346
1778.225632600863719, 1738.138803630631173, 161.626736488221582, 58.214661312166442, 258.000000000000000, 100, 0, 1, 1, 22.000000000000000, 2903.738281250000000, 7.612271760605006
1880.722920837437186, 1817.323096889230783, 161.617158711889630, 58.214318903900654, 165.000000000000000, 101, 0, 1, 1, 12.000000000000000, 4692.313476562500000, 0.183250418969708
1860.826925494024181, 1794.162487701137252, 161.619397006940602, 58.214192115451084, 192.000000000000000, 102, 0, 1, 1, 16.000000000000000, 2479.009765625000000, 0.910174845382168
2213.562162936417280, 2007.384360562591155, 161.588381436037281, 58.210565562243112, 267.000000000000000, 103, 0, 1, 1, 22.000000000000000, 935.371093750000000, 7.912450787213216
1805.737497666401168, 1564.913220851632104, 161.634188414861200, 58.209062232086801, 156.000000000000000, 104, 0, 1, 1, 8.000000000000000, 3292.729492187500000, 5.946321880043342
1998.056759182631595, 1710.509263446273508, 161.616036072785732, 58.208087716047316, 194.000000000000000, 105, 0, 1, 1, 8.000000000000000, 70.000000000000000, 2.162030851165177
2347.740337465530047, 1910.246979805576302, 161.586595191906753, 58.204266762415742, 299.000000000000000, 106, 0, 1, 1, 8.000000000000000, 70.000000000000000, 6.980128271943793
2354.001246453832664, 1903.024566946382947, 161.586412847972923, 58.203866095448966, 308.000000000000000, 107, 0, 1, 1, 12.000000000000000, 1512.834960937500000, 3.343476909545835
2031.798327423980709, 1494.399021923433793, 161.625416610225443, 58.200939954497706, 143.000000000000000, 108, 0, 1, 1, 12.000000000000000, 70.000000000000000, 2.245734345343913
